#,Artista,Álbum,Año,Pista,Título Canción,BPM Base,Half-Time,Double-Time,Compás,Tonalidad (Key),Camelot,Duración
1214,Nach,Mejor Que El Silencio,2011,1,El Reino de lo Absurdo,92,46,184,4/4,C# Menor,12A,4:28
1215,Nach,Mejor Que El Silencio,2011,2,Leyendas,90,45,180,4/4,F# Menor,11A,4:47
1216,Nach,Mejor Que El Silencio,2011,3,Disparos de Silencio,88,44,176,4/4,G# Menor,1A,4:20
1217,Nach,Almanauta,2018,1,Grande,90,45,180,4/4,D# Menor,2A,4:36
1218,Nach,Almanauta,2018,2,Rap Bruto (ft. Residente),95,47.5,190,4/4,F# Menor,11A,4:12
1219,Kase.O,Vivir Para Contarlo,2006,1,Filosofía y Letras,92,46,184,4/4,F# Menor,11A,4:41
1220,Kase.O,Vivir Para Contarlo,2006,2,Vivir Para Contarlo,90,45,180,4/4,G# Menor,1A,5:12
1221,Kase.O,Vivir Para Contarlo,2006,3,Cantando,90,45,180,4/4,C# Menor,12A,5:08
1222,Kase.O,Kase.O Jazz Magnetism,2011,1,Libertad,88,44,176,4/4,A# Menor,3A,3:58
1223,Kase.O,Kase.O Jazz Magnetism,2011,2,Boogaloo,95,47.5,190,4/4,D# Menor,2A,4:20
1224,Kase.O,Kase.O Jazz Magnetism,2011,3,Renacimiento,90,45,180,4/4,C# Menor,12A,5:20
1225,Kase.O,El Círculo,2016,1,Intro (El Círculo),85,42.5,170,4/4,F# Menor,11A,4:45
1226,Kase.O,El Círculo,2016,2,Esto No Para,90,45,180,4/4,G# Menor,1A,4:21
1227,Kase.O,El Círculo,2016,3,Yemen,90,45,180,4/4,C# Menor,12A,4:46
1228,Kase.O,El Círculo,2016,4,Mazas y Catapultas,90,45,180,4/4,A# Menor,3A,4:16
1229,Kase.O,El Círculo,2016,5,"Pavos Reales (ft. Hermano L, Shabu)",92,46,184,4/4,D# Menor,2A,4:18
1230,Kase.O,El Círculo,2016,6,Mitad y Mitad (ft. Najwa),85,42.5,170,4/4,F# Menor,11A,4:56
1231,Kase.O,El Círculo,2016,7,Repartiendo Arte,80,40,160,4/4,G# Menor,1A,4:38
1232,Kase.O,El Círculo,2016,8,Basureta (Tiempos Raros),80,40,160,4/4,C# Menor,12A,5:45
1233,Akapellah,Como Nunca,2014,1,Milki,90,45,180,4/4,C# Menor,12A,3:10
1234,Akapellah,Como Nunca,2014,2,Como Nunca,92,46,184,4/4,F# Menor,11A,3:24
1235,Akapellah,Como Nunca,2014,3,Rueda de la Fortuna,90,45,180,4/4,G# Menor,1A,3:40
1236,Akapellah,Como Nunca,2014,4,Los Gordos,92,46,184,4/4,A# Menor,3A,3:30
1237,Akapellah,Como Antes,2018,1,Réplica,90,45,180,4/4,D# Menor,2A,3:18
1238,Akapellah,Como Antes,2018,2,Criollo,90,45,180,4/4,C# Menor,12A,3:12
1239,Akapellah,Como Antes,2018,3,Genuino,88,44,176,4/4,F# Menor,11A,3:40
1240,Akapellah,Xtassy,2020,1,Condenados,140,70,280,4/4,G# Menor,1A,3:28
1241,Akapellah,Xtassy,2020,2,Los Inmortales,140,70,280,4/4,C# Menor,12A,3:15
1242,Akapellah,Respira,2022,1,No Te Duermas,90,45,180,4/4,A# Menor,3A,3:36
1243,Akapellah,Respira,2022,2,Bayamón,92,46,184,4/4,D# Menor,2A,3:44
1244,Akapellah,Pedro Elias,2024,1,Casa Blanca,90,45,180,4/4,F# Menor,11A,3:08
1245,Akapellah,Pedro Elias,2024,2,El Chamo,90,45,180,4/4,G# Menor,1A,3:15
1246,AlcolirykoZ,La Revancha de los Tímidos,2012,1,La Típica,90,45,180,4/4,C# Menor,12A,3:30
1247,AlcolirykoZ,La Revancha de los Tímidos,2012,2,Comediantes,92,46,184,4/4,F# Menor,11A,3:45
1248,AlcolirykoZ,La Revancha de los Tímidos,2012,3,El Despilfarro,90,45,180,4/4,G# Menor,1A,3:28
1249,AlcolirykoZ,Efectos Secundarios,2014,1,Tararea,92,46,184,4/4,A# Menor,3A,3:50
1250,AlcolirykoZ,Efectos Secundarios,2014,2,Equipo de Carretera,90,45,180,4/4,D# Menor,2A,4:05
1251,AlcolirykoZ,Efectos Secundarios,2014,3,Anestesia Local,90,45,180,4/4,C# Menor,12A,3:38
1252,AlcolirykoZ,Servicios AmbulatorioZ,2017,1,N.A.D.A.,90,45,180,4/4,F# Menor,11A,3:44
1253,AlcolirykoZ,Servicios AmbulatorioZ,2017,2,Changó,94,47,188,4/4,G# Menor,1A,3:58
1254,AlcolirykoZ,Servicios AmbulatorioZ,2017,3,Sancocho en Leña,90,45,180,4/4,C# Menor,12A,3:50
1255,AlcolirykoZ,Servicios AmbulatorioZ,2017,4,El Remate,92,46,184,4/4,A# Menor,3A,3:40
1256,AlcolirykoZ,Aranjuez,2021,1,Aranjuez,90,45,180,4/4,D# Menor,2A,4:12
1257,AlcolirykoZ,Aranjuez,2021,2,La Caza de Nalgas,92,46,184,4/4,F# Menor,11A,3:30
1258,AlcolirykoZ,Aranjuez,2021,3,Baldor,90,45,180,4/4,G# Menor,1A,3:48
1259,AlcolirykoZ,Aranjuez,2021,4,Los Genios de la Botella,90,45,180,4/4,C# Menor,12A,4:05
1260,Santa Fe Klan,Bendecido,2019,1,"Debo Entender (ft. Yoss Bones, Neto Peña)",138,69,276,4/4,F# Menor,11A,3:48
1261,Santa Fe Klan,Bendecido,2019,2,Así Soy (ft. Tornillo),140,70,280,4/4,G# Menor,1A,3:22
1262,Santa Fe Klan,Bendecido,2019,3,Todo Va a Estar Bien,90,45,180,4/4,C# Menor,12A,3:30
1263,Santa Fe Klan,Santa Suerte,2020,1,Vuelve,90,45,180,4/4,A# Menor,3A,3:24
1264,Santa Fe Klan,Santa Suerte,2020,2,Cuidando el Territorio (ft. Calibre 50),130,65,260,4/4,D# Menor,2A,3:45
1265,Santa Fe Klan,Santa Suerte,2020,3,Te Iré a Buscar (ft. Nanpa Básico),90,45,180,4/4,F# Menor,11A,3:58
1266,Santa Fe Klan,Mundo,2022,1,Mar y Tierra,90,45,180,4/4,G# Menor,1A,3:10
1267,Santa Fe Klan,Mundo,2022,2,Eres,85,42.5,170,4/4,C# Menor,12A,3:12
1268,Santa Fe Klan,Mundo,2022,3,Luka,90,45,180,4/4,A# Menor,3A,3:30
1269,Santa Fe Klan,Mundo,2022,4,Yo Vengo de Abajo,140,70,280,4/4,D# Menor,2A,3:40
1270,Cartel de Santa,Volumen II,2004,1,Blah Blah Blah,92,46,184,4/4,F# Menor,11A,2:58
1271,Cartel de Santa,Volumen II,2004,2,La Pelotona,90,45,180,4/4,G# Menor,1A,3:42
1272,Cartel de Santa,Volumen II,2004,3,El Arte del Engaño,90,45,180,4/4,C# Menor,12A,4:22
1273,Cartel de Santa,Volumen ProIIIbido,2006,1,Cheka Wey,96,48,192,4/4,A# Menor,3A,3:28
1274,Cartel de Santa,Volumen ProIIIbido,2006,2,Hay Mamita,95,47.5,190,4/4,D# Menor,2A,3:45
1275,Cartel de Santa,Volumen ProIIIbido,2006,3,Todas Mueren Por Mí,95,47.5,190,4/4,F# Menor,11A,3:44
1276,Cartel de Santa,Vol. V,2010,1,Bombos y Tarolas,90,45,180,4/4,G# Menor,1A,4:52
1277,Cartel de Santa,Golpe Avisa,2014,1,Si Te Vienen a Contar,90,45,180,4/4,C# Menor,12A,3:58
1278,Cartel de Santa,Golpe Avisa,2014,2,Los Mensajes del WhatsApp,94,47,188,4/4,A# Menor,3A,3:34
1279,Cartel de Santa,Viejo Marihuano,2016,1,Leve,90,45,180,4/4,D# Menor,2A,3:48
1280,Cartel de Santa,Viejo Marihuano,2016,2,Culón Culito,95,47.5,190,4/4,F# Menor,11A,4:00
1281,Alemán,Rolemos Otro,2016,1,Pues Que Pues,90,45,180,4/4,F# Menor,11A,3:10
1282,Alemán,Rolemos Otro,2016,2,Rolemos Otro,92,46,184,4/4,G# Menor,1A,3:24
1283,Alemán,Eclipse,2018,1,Rucón,140,70,280,4/4,C# Menor,12A,3:42
1284,Alemán,Eclipse,2018,2,Tantas Veces (ft. Yung Sarria),140,70,280,4/4,A# Menor,3A,3:20
1285,Alemán,Eclipse,2018,3,Kilos de Más,140,70,280,4/4,D# Menor,2A,3:15
1286,Alemán,Eclipse,2018,4,Gran Vida,140,70,280,4/4,F# Menor,11A,3:36
1287,Alemán,Huracán,2021,1,Mi Tío Snoop (ft. Snoop Dogg),95,47.5,190,4/4,G# Menor,1A,3:58
1288,Alemán,Huracán,2021,2,Categoría 5,140,70,280,4/4,C# Menor,12A,3:12
1289,Alemán,Huracán,2021,3,Relojito,135,67.5,270,4/4,A# Menor,3A,3:05
1290,Alemán,Huracán,2021,4,Gran Pez,140,70,280,4/4,D# Menor,2A,3:30
1291,Gera MX,No Veo No Siento,2014,1,No Veo No Siento,90,45,180,4/4,F# Menor,11A,3:20
1292,Gera MX,No Veo No Siento,2014,2,Culpable Soy Yo,88,44,176,4/4,G# Menor,1A,3:15
1293,Gera MX,Los No Tan Tristes,2021,1,"Los No Tan Tristes (con Nanpa Básico, Charles Ans)",90,45,180,4/4,C# Menor,12A,3:40
1294,Gera MX,Los No Tan Tristes,2021,2,Canela,90,45,180,4/4,A# Menor,3A,3:12
1295,Gera MX,Los No Tan Tristes,2021,3,Ya No Te Pude Ver,88,44,176,4/4,D# Menor,2A,3:30
1296,Gera MX,444 Paradise,2021,1,Botella Tras Botella (con Christian Nodal),105,52.5,210,4/4,F# Mayor,2B,3:17
1297,Gera MX,444 Paradise,2021,2,Se Me Olvidó,90,45,180,4/4,F# Menor,11A,3:02
1298,Gera MX,Mustang 65,2023,1,Prohibida,92,46,184,4/4,G# Menor,1A,3:08
1299,Gera MX,Mustang 65,2023,2,Mustang 65,140,70,280,4/4,C# Menor,12A,3:24
1300,Porta,En Boca de Tantos,2008,1,En Boca de Tantos,92,46,184,4/4,F# Menor,11A,4:14
1301,Porta,En Boca de Tantos,2008,2,El Fin del Mundo,90,45,180,4/4,G# Menor,1A,3:40
1302,Porta,En Boca de Tantos,2008,3,Dragon Ball Rap,95,47.5,190,4/4,C# Menor,12A,2:05
1303,Porta,En Boca de Tantos,2008,4,Aprecia Lo Que Tienes,88,44,176,4/4,A# Menor,3A,4:56
1304,Porta,Trastorno Bipolar,2009,1,Trastorno Bipolar,90,45,180,4/4,D# Menor,2A,4:18
1305,Porta,Trastorno Bipolar,2009,2,Nota de Suicidio,85,42.5,170,4/4,F# Menor,11A,5:26
1306,Porta,Trastorno Bipolar,2009,3,La Bella y la Bestia,88,44,176,4/4,G# Menor,1A,4:24
1307,Porta,Trastorno Bipolar,2009,4,Confesiones,90,45,180,4/4,C# Menor,12A,4:32
1308,Porta,Reset,2012,1,Reset,92,46,184,4/4,A# Menor,3A,3:58
1309,Porta,Algo Ha Cambiado,2014,1,Algo Ha Cambiado,90,45,180,4/4,D# Menor,2A,4:10
1310,WOS,Caravana,2019,1,Canguro,140,70,280,4/4,F# Menor,11A,3:02
1311,WOS,Caravana,2019,2,Fresco,130,65,260,4/4,G# Menor,1A,2:56
1312,WOS,Caravana,2019,3,Pantano,135,67.5,270,4/4,C# Menor,12A,2:46
1313,WOS,Caravana,2019,4,Melón Vino,80,40,160,4/4,A# Menor,3A,3:10
1314,WOS,Caravana,2019,5,Luz Delito,140,70,280,4/4,D# Menor,2A,2:54
1315,WOS,Caravana,2019,6,Terraza,130,65,260,4/4,F# Menor,11A,3:14
1316,WOS,Oscuro Éxtasis,2021,1,Arrancármelo,80,40,160,4/4,C Mayor,8B,3:03
1317,WOS,Oscuro Éxtasis,2021,2,Culpa (ft. Ricardo Mollo),140,70,280,4/4,G# Menor,1A,3:22
1318,WOS,Oscuro Éxtasis,2021,3,Que Se Mejoren,150,75,300,4/4,C# Menor,12A,2:46
1319,WOS,Oscuro Éxtasis,2021,4,Mirá Mamá,85,42.5,170,4/4,A# Menor,3A,3:16
1320,WOS,Descartable,2024,1,Descartable,140,70,280,4/4,D# Menor,2A,3:12
1321,WOS,Descartable,2024,2,Quemarás (ft. Indio Solari),80,40,160,4/4,F# Menor,11A,4:15
1322,WOS,Descartable,2024,3,La Niebla (ft. Natalia Lafourcade),85,42.5,170,4/4,G# Menor,1A,3:40
1323,Ysy A,Antezana 247,2018,1,Hidro,140,70,280,4/4,C# Menor,12A,3:12
1324,Ysy A,Antezana 247,2018,2,Linaje,140,70,280,4/4,F# Menor,11A,3:04
1325,Ysy A,Antezana 247,2018,3,Tamo Loco,140,70,280,4/4,G# Menor,1A,3:28
1326,Ysy A,Antezana 247,2018,4,Vuelta a la Luna,140,70,280,4/4,A# Menor,3A,3:16
1327,Ysy A,Antezana 247,2018,5,Triste,135,67.5,270,4/4,D# Menor,2A,3:20
1328,Ysy A,Hecho a Mano,2019,1,Full Ice,140,70,280,4/4,C# Menor,12A,2:46
1329,Ysy A,Hecho a Mano,2019,2,Para Mí,140,70,280,4/4,F# Menor,11A,2:58
1330,Ysy A,Trap de Verdad,2021,1,Trap de Verdad,140,70,280,4/4,G# Menor,1A,3:15
1331,Ysy A,Trap de Verdad,2021,2,Oro y Platino,140,70,280,4/4,A# Menor,3A,2:54
1332,Ysy A,Ysysmo,2022,1,Cuántos Términos,140,70,280,4/4,D# Menor,2A,2:52
1333,Ysy A,Ysysmo,2022,2,Cómo Chilla Ella,135,67.5,270,4/4,C# Menor,12A,2:45
1334,Dillom,Post Mortem,2022,1,La Primera,130,65,260,4/4,F# Menor,11A,2:44
1335,Dillom,Post Mortem,2022,2,Bicicleta,135,67.5,270,4/4,G# Menor,1A,2:36
1336,Dillom,Post Mortem,2022,3,Opa,140,70,280,4/4,C# Menor,12A,2:48
1337,Dillom,Post Mortem,2022,4,Rili Rili,140,70,280,4/4,A# Menor,3A,2:30
1338,Dillom,Post Mortem,2022,5,Pelotuda,140,70,280,4/4,D# Menor,2A,3:02
1339,Dillom,Post Mortem,2022,6,Post Mortem,130,65,260,4/4,F# Menor,11A,2:32
1340,Dillom,Por Cesárea,2024,1,Últimamente,125,62.5,250,4/4,C# Menor,12A,3:10
1341,Dillom,Por Cesárea,2024,2,La Novia de Mi Amigo,130,65,260,4/4,G# Menor,1A,2:54
1342,Dillom,Por Cesárea,2024,3,Cirugía,135,67.5,270,4/4,A# Menor,3A,2:45
1343,Dillom,Por Cesárea,2024,4,Mi Peor Enemigo (ft. Andrés Calamaro),128,64,256,4/4,D# Menor,2A,3:15
1344,Dillom,Por Cesárea,2024,5,Buenos Tiempos,130,65,260,4/4,F# Menor,11A,3:08
1345,C.R.O,542,2018,1,Reina,140,70,280,4/4,F# Menor,11A,2:48
1346,C.R.O,542,2018,2,Lento,135,67.5,270,4/4,G# Menor,1A,2:38
1347,C.R.O,542,2018,3,Basura,140,70,280,4/4,C# Menor,12A,3:12
1348,C.R.O,542,2018,4,Chocando Autos,140,70,280,4/4,A# Menor,3A,3:02
1349,C.R.O,Mal de la Cabeza,2020,1,Money,140,70,280,4/4,D# Menor,2A,2:45
1350,C.R.O,Mal de la Cabeza,2020,2,Falso,135,67.5,270,4/4,F# Menor,11A,3:10
1351,C.R.O,Mal de la Cabeza,2020,3,Ruina,140,70,280,4/4,G# Menor,1A,3:00
1352,C.R.O,Singles,2023,1,Harakiri (con Duki),140,70,280,4/4,C# Menor,12A,2:44
1353,C.R.O,Singles,2023,2,Phone,130,65,260,4/4,A# Menor,3A,2:30
1354,Cypress Hill,Cypress Hill,1991,1,How I Could Just Kill a Man,102,51,204,4/4,F# Menor,11A,4:08
1355,Cypress Hill,Cypress Hill,1991,2,Hand on the Pump,98,49,196,4/4,G# Menor,1A,4:03
1356,Cypress Hill,Cypress Hill,1991,3,Latin Lingo,103,51.5,206,4/4,C# Menor,12A,3:58
1357,Cypress Hill,Black Sunday,1993,1,I Wanna Get High,94,47,188,4/4,A# Menor,3A,2:54
1358,Cypress Hill,Black Sunday,1993,2,I Ain't Goin' Out Like That,103,51.5,206,4/4,D# Menor,2A,4:27
1359,Cypress Hill,Black Sunday,1993,3,Insane in the Brain,102,51,204,4/4,F# Menor,11A,3:29
1360,Cypress Hill,Black Sunday,1993,4,Hits from the Bong,85,42.5,170,4/4,G# Menor,1A,2:40
1361,Cypress Hill,Black Sunday,1993,5,When the Shit Goes Down,102,51,204,4/4,C# Menor,12A,3:08
1362,Cypress Hill,IV,1998,1,Tequila Sunrise (ft. Barron Ricks),88,44,176,4/4,A# Menor,3A,4:44
1363,Cypress Hill,IV,1998,2,Dr. Greenthumb,88,44,176,4/4,D# Menor,2A,4:24
1364,Lauryn Hill,The Score (Fugees),1996,1,Ready or Not,89,44.5,178,4/4,F# Menor,11A,3:47
1365,Lauryn Hill,The Score (Fugees),1996,2,Fu-Gee-La,90,45,180,4/4,G# Menor,1A,4:15
1366,Lauryn Hill,The Score (Fugees),1996,3,Killing Me Softly With His Song,92,46,184,4/4,C# Menor,12A,4:58
1367,Lauryn Hill,The Miseducation of Lauryn Hill,1998,1,Lost Ones,95,47.5,190,4/4,A# Menor,3A,5:33
1368,Lauryn Hill,The Miseducation of Lauryn Hill,1998,2,Ex-Factor,125,62.5,250,4/4,D# Menor,2A,5:26
1369,Lauryn Hill,The Miseducation of Lauryn Hill,1998,3,To Zion (ft. Carlos Santana),84,42,168,4/4,F# Menor,11A,6:09
1370,Lauryn Hill,The Miseducation of Lauryn Hill,1998,4,Doo Wop (That Thing),100,50,200,4/4,G# Menor,1A,5:20
1371,Lauryn Hill,The Miseducation of Lauryn Hill,1998,5,Everything Is Everything,90,45,180,4/4,C# Menor,12A,4:53
1372,Lauryn Hill,The Miseducation of Lauryn Hill,1998,6,Can't Take My Eyes Off You,120,60,240,4/4,A# Menor,3A,3:41
1373,Missy Elliott,Supa Dupa Fly,1997,1,The Rain (Supa Dupa Fly),87,43.5,174,4/4,F# Menor,11A,4:11
1374,Missy Elliott,Supa Dupa Fly,1997,2,Sock It 2 Me (ft. Da Brat),90,45,180,4/4,G# Menor,1A,4:17
1375,Missy Elliott,Da Real World,1999,1,"Hot Boyz (ft. Nas, Eve, Q-Tip)",81,40.5,162,4/4,C# Menor,12A,3:35
1376,Missy Elliott,Miss E... So Addictive,2001,1,One Minute Man (ft. Ludacris),96,48,192,4/4,A# Menor,3A,4:12
1377,Missy Elliott,Miss E... So Addictive,2001,2,Get Ur Freak On,178,89,356,4/4,F Menor,4A,3:56
1378,Missy Elliott,Miss E... So Addictive,2001,3,4 My People,128,64,256,4/4,F# Menor,11A,4:49
1379,Missy Elliott,Under Construction,2002,1,Work It,102,51,204,4/4,G# Menor,1A,4:23
1380,Missy Elliott,Under Construction,2002,2,Gossip Folks (ft. Ludacris),100,50,200,4/4,C# Menor,12A,3:54
1381,Missy Elliott,The Cookbook,2005,1,"Lose Control (ft. Ciara, Fatman Scoop)",125,62.5,250,4/4,A# Menor,3A,3:47
1382,Missy Elliott,The Cookbook,2005,2,We Run This,108,54,216,4/4,D# Menor,2A,3:25
1383,Outkast,ATLiens,1996,1,Two Dope Boyz (In a Cadillac),90,45,180,4/4,F# Menor,11A,2:46
1384,Outkast,ATLiens,1996,2,ATLiens,95,47.5,190,4/4,G# Menor,1A,3:50
1385,Outkast,ATLiens,1996,3,Elevators (Me & You),82,41,164,4/4,C# Menor,12A,4:25
1386,Outkast,Aquemini,1998,1,Rosa Parks,104,52,208,4/4,A# Menor,3A,5:24
1387,Outkast,Aquemini,1998,2,Da Art of Storytellin' (Pt. 1),95,47.5,190,4/4,D# Menor,2A,4:57
1388,Outkast,Aquemini,1998,3,Aquemini,88,44,176,4/4,F# Menor,11A,5:19
1389,Outkast,Stankonia,2000,1,B.O.B. - Bombs Over Baghdad,155,77.5,310,4/4,G# Menor,1A,5:04
1390,Outkast,Stankonia,2000,2,Ms. Jackson,95,47.5,190,4/4,F Major,7B,4:30
1391,Outkast,Stankonia,2000,3,"So Fresh, So Clean",84,42,168,4/4,A# Menor,3A,4:00
1392,Outkast,Speakerboxxx/The Love Below,2003,1,GhettoMusick,135,67.5,270,4/4,D# Menor,2A,3:56
1393,Outkast,Speakerboxxx/The Love Below,2003,2,The Way You Move (ft. Sleepy Brown),126,63,252,4/4,C# Menor,12A,3:55
1394,Outkast,Speakerboxxx/The Love Below,2003,3,Hey Ya!,160,80,320,4/4,G Mayor,9B,3:55
1395,Outkast,Speakerboxxx/The Love Below,2003,4,Roses,112,56,224,4/4,F# Menor,11A,6:09
1396,Wu-Tang Clan,Enter the Wu-Tang (36 Chambers),1993,1,Bring Da Ruckus,95,47.5,190,4/4,F# Menor,11A,4:10
1397,Wu-Tang Clan,Enter the Wu-Tang (36 Chambers),1993,2,Shame on a Nigga,98,49,196,4/4,G# Menor,1A,2:57
1398,Wu-Tang Clan,Enter the Wu-Tang (36 Chambers),1993,3,Wu-Tang Clan Ain't Nuthing Ta F' Wit,102,51,204,4/4,C# Menor,12A,3:36
1399,Wu-Tang Clan,Enter the Wu-Tang (36 Chambers),1993,4,C.R.E.A.M.,90,45,180,4/4,A# Menor,3A,4:12
1400,Wu-Tang Clan,Enter the Wu-Tang (36 Chambers),1993,5,Method Man,98,49,196,4/4,D# Menor,2A,5:50
1401,Wu-Tang Clan,Enter the Wu-Tang (36 Chambers),1993,6,Protect Ya Neck,102,51,204,4/4,F# Menor,11A,4:52
1402,Wu-Tang Clan,Enter the Wu-Tang (36 Chambers),1993,7,Tearz,88,44,176,4/4,G# Menor,1A,4:17
1403,Wu-Tang Clan,Wu-Tang Forever,1997,1,Reunited,90,45,180,4/4,C# Menor,12A,5:21
1404,Wu-Tang Clan,Wu-Tang Forever,1997,2,Triumph,90,45,180,4/4,A# Menor,3A,5:38
1405,Wu-Tang Clan,Wu-Tang Forever,1997,3,It's Yourz,92,46,184,4/4,D# Menor,2A,4:15
1406,Wu-Tang Clan,The W,2000,1,Gravel Pit,124,62,248,4/4,F# Menor,11A,4:51
1407,Mac Miller,Blue Slide Park,2011,1,Frick Park Market,92,46,184,4/4,F# Menor,11A,3:17
1408,Mac Miller,Blue Slide Park,2011,2,Smile Back,95,47.5,190,4/4,G# Menor,1A,2:44
1409,Mac Miller,Blue Slide Park,2011,3,Party on Fifth Ave.,100,50,200,4/4,C# Menor,12A,3:15
1410,Mac Miller,Blue Slide Park,2011,4,Donald Trump,82,41,164,4/4,A# Menor,3A,2:45
1411,Mac Miller,Watching Movies with the Sound Off,2013,1,Watching Movies,140,70,280,4/4,D# Menor,2A,3:40
1412,Mac Miller,Watching Movies with the Sound Off,2013,2,Objects in the Mirror,80,40,160,4/4,F# Menor,11A,4:19
1413,Mac Miller,GO:OD AM,2015,1,Brand Name,88,44,176,4/4,G# Menor,1A,5:02
1414,Mac Miller,GO:OD AM,2015,2,100 Grandkids,90,45,180,4/4,C# Menor,12A,4:40
1415,Mac Miller,GO:OD AM,2015,3,Weekend (ft. Miguel),80,40,160,4/4,A# Menor,3A,3:28
1416,Mac Miller,The Divine Feminine,2016,1,Dang! (ft. Anderson .Paak),105,52.5,210,4/4,D# Menor,2A,5:05
1417,Mac Miller,The Divine Feminine,2016,2,My Favorite Part (ft. Ariana Grande),80,40,160,4/4,F# Menor,11A,3:36
1418,Mac Miller,Swimming,2018,1,Come Back to Earth,88,44,176,4/4,G# Menor,1A,2:41
1419,Mac Miller,Swimming,2018,2,Hurt Feelings,140,70,280,4/4,C# Menor,12A,4:05
1420,Mac Miller,Swimming,2018,3,What's the Use?,104,52,208,4/4,A# Menor,3A,4:48
1421,Mac Miller,Swimming,2018,4,Self Care,120,60,240,4/4,D# Menor,2A,5:45
1422,Mac Miller,Swimming,2018,5,Ladders,104,52,208,4/4,F# Menor,11A,4:47
1423,Mac Miller,Swimming,2018,6,2009,76,38,152,4/4,G# Menor,1A,5:47
1424,Mac Miller,Circles,2020,1,Circles,78,39,156,4/4,C# Menor,12A,2:50
1425,Mac Miller,Circles,2020,2,Good News,87,43.5,174,4/4,A# Menor,3A,5:42
1426,Mac Miller,Circles,2020,3,Blue World,148,74,296,4/4,D# Menor,2A,3:29
